,Flow Duration,Bwd Packet Length Max,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Bwd Packets/s,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Avg Bwd Segment Size,Init_Win_bytes_forward,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
0,116467,0,0,0,116467,0,116467,116467,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
1,116076,0,0,0,116076,0,116076,116076,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
2,117397,0,0,0,117397,0,117397,117397,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
3,116039,0,0,0,116039,0,116039,116039,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
4,116587,0,0,0,116587,0,116587,116587,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
5,115575,0,0,0,115575,0,115575,115575,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
6,116125,0,0,0,116125,0,116125,116125,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
7,116234,0,0,0,116234,0,116234,116234,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
8,115549,0,0,0,115549,0,115549,115549,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
9,115946,0,0,0,115946,0,115946,115946,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
10,115800,0,0,0,115800,0,115800,115800,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
11,115852,0,0,0,115852,0,115852,115852,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
12,116421,0,0,0,116421,0,116421,116421,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
13,115948,0,0,0,115948,0,115948,115948,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
14,115734,0,0,0,115734,0,115734,115734,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
15,116391,0,0,0,116391,0,116391,116391,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
16,116194,0,0,0,116194,0,116194,116194,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
17,115855,0,0,0,115855,0,115855,115855,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
18,115968,0,0,0,115968,0,115968,115968,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
19,115720,0,0,0,115720,0,115720,115720,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
20,233951,2840,1217,979,17996,43672,116499,5,233768,38961,60191,116988,62,19609,47521,116611,94,148,148,29,2840,573,894,800144,0,1,13,614,1217,42600,20,0,0,0,0,1.58E+15,76046,1.58E+15,1.58E+15,15
21,115772,0,0,0,115772,0,115772,115772,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
22,116256,0,0,0,116256,0,116256,116256,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
23,116091,0,0,0,116091,0,116091,116091,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
24,116283,0,0,0,116283,0,116283,116283,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
25,115835,0,0,0,115835,0,115835,115835,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
26,116106,0,0,0,116106,0,116106,116106,0,0,0,0,0,0,0,0,0,20,20,8,0,0,0,0,1,0,2,0,0,16,20,0,0,0,0,0,0,0,0,15
